fiscal_year,aag,total,program,appn_account,file,page,aargmer,acv_fov,ah64e_remanufacture,aim9x_block_ii,an_spy6v1,an_spy6v2,an_spy6v3,an_spy6v4,ampv,b52j,b52_rmp,booker,cec,ch47f_block_ii__materiel_availability,ch53k,circm,cvn_78,emals,ddg51,e2d_ahe,epf,esb,f15_epawss,f15_ex,f35a,f35c,f35b,f35_engine,ffg62,gator,gmlrs_aw,gps_iiif,hh60w,hms_radios,iamd,icbm_fuze_mod,idecm_block_4,f_a18e_f_irst,improved_turbine_engine,jagm,jassm_er,jltv,kc130j,kc46,lcs_mm,gbsd,lha,lpd_17,new_element,,mids,mk21a_rv,mq25,mq4c_triton_increment_1,mq4c_triton_increment_2,ngj_low_band,ngj_midband,nssl,lrasm,pac3_mse,pim,prsm,sdb_ii,sm6,ssbn_826,ssc,ssn_774_q1_fy21,apt,tagos_25,tao_205_class,nav_comm_upgrade_kits,mst_kits,vc25b,wsf
2013,,37,AH-64E Apache Remanufacture,"2031A - Aircraft Procurement, Army",sar_pdfs\AH-64E_Remanufacture_MSAR_Dec_2023.pdf,47,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,,35,AH-64E Apache Remanufacture,"2031A - Aircraft Procurement, Army",sar_pdfs\AH-64E_Remanufacture_MSAR_Dec_2023.pdf,47,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,,53,AH-64E Apache Remanufacture,"2031A - Aircraft Procurement, Army",sar_pdfs\AH-64E_Remanufacture_MSAR_Dec_2023.pdf,47,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,64,AH-64E Apache Remanufacture,"2031A - Aircraft Procurement, Army",sar_pdfs\AH-64E_Remanufacture_MSAR_Dec_2023.pdf,47,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,52,AH-64E Apache Remanufacture,"2031A - Aircraft Procurement, Army",sar_pdfs\AH-64E_Remanufacture_MSAR_Dec_2023.pdf,47,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,,48,AH-64E Apache Remanufacture,"2031A - Aircraft Procurement, Army",sar_pdfs\AH-64E_Remanufacture_MSAR_Dec_2023.pdf,47,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,,48,AH-64E Apache Remanufacture,"2031A - Aircraft Procurement, Army",sar_pdfs\AH-64E_Remanufacture_MSAR_Dec_2023.pdf,47,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,,49,AH-64E Apache Remanufacture,"2031A - Aircraft Procurement, Army",sar_pdfs\AH-64E_Remanufacture_MSAR_Dec_2023.pdf,47,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,,50,AH-64E Apache Remanufacture,"2031A - Aircraft Procurement, Army",sar_pdfs\AH-64E_Remanufacture_MSAR_Dec_2023.pdf,47,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,,24,AH-64E Apache Remanufacture,"2031A - Aircraft Procurement, Army",sar_pdfs\AH-64E_Remanufacture_MSAR_Dec_2023.pdf,47,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,38,AH-64E Apache Remanufacture,"2031A - Aircraft Procurement, Army",sar_pdfs\AH-64E_Remanufacture_MSAR_Dec_2023.pdf,47,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,,37,AH-64E Apache Remanufacture,"2031A - Aircraft Procurement, Army",sar_pdfs\AH-64E_Remanufacture_MSAR_Dec_2023.pdf,47,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,,31,AH-64E Apache Remanufacture,"2031A - Aircraft Procurement, Army",sar_pdfs\AH-64E_Remanufacture_MSAR_Dec_2023.pdf,47,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,"5,326",AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,"5,326",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,,,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,63,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,,69,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,,150,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,,216,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,,156,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,207,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,152,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,,193,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,,305,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,,404,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,,228,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,,138,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,122,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,,120,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,,157,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,208,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,,191,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,,192,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,,199,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,,201,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,,186,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,,186,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,,187,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,,187,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,,174,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,,153,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,,148,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,,137,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,,140,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,,157,AIM-9X Block II Sidewinder,"1507N - Weapons Procurement, Navy",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,58,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,"6,309",AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,"6,309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,,,AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,106,AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,,127,AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,,150,AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,,225,AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,,333,AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,531,AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,313,AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,,322,AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,,272,AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,,448,AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,,292,AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,,220,AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,497,AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,,192,AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,,205,AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,240,AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,,240,AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,,244,AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,,216,AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,,236,AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,,215,AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,,214,AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,,214,AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,,214,AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,,43,AIM-9X Block II Sidewinder,"3020F - Missile Procurement, Air Force",sar_pdfs\AIM-9X Blk II MSAR Dec 2023.pdf,59,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,30,AN/SPY-6(V)1 Air and Missile Defense Radar Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\AMDR FoR MSAR Dec 2023 As Amended.pdf,95,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,1,AN/SPY-6(V)1 Air and Missile Defense Radar Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\AMDR FoR MSAR Dec 2023 As Amended.pdf,95,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,2,AN/SPY-6(V)1 Air and Missile Defense Radar Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\AMDR FoR MSAR Dec 2023 As Amended.pdf,95,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,,1,AN/SPY-6(V)1 Air and Missile Defense Radar Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\AMDR FoR MSAR Dec 2023 As Amended.pdf,95,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,,3,AN/SPY-6(V)1 Air and Missile Defense Radar Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\AMDR FoR MSAR Dec 2023 As Amended.pdf,95,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,,3,AN/SPY-6(V)1 Air and Missile Defense Radar Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\AMDR FoR MSAR Dec 2023 As Amended.pdf,95,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,,2,AN/SPY-6(V)1 Air and Missile Defense Radar Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\AMDR FoR MSAR Dec 2023 As Amended.pdf,95,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,,2,AN/SPY-6(V)1 Air and Missile Defense Radar Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\AMDR FoR MSAR Dec 2023 As Amended.pdf,95,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,3,AN/SPY-6(V)1 Air and Missile Defense Radar Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\AMDR FoR MSAR Dec 2023 As Amended.pdf,95,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,,2,AN/SPY-6(V)1 Air and Missile Defense Radar Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\AMDR FoR MSAR Dec 2023 As Amended.pdf,95,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,,2,AN/SPY-6(V)1 Air and Missile Defense Radar Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\AMDR FoR MSAR Dec 2023 As Amended.pdf,95,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,2,AN/SPY-6(V)1 Air and Missile Defense Radar Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\AMDR FoR MSAR Dec 2023 As Amended.pdf,95,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,,1,AN/SPY-6(V)1 Air and Missile Defense Radar Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\AMDR FoR MSAR Dec 2023 As Amended.pdf,95,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,,2,AN/SPY-6(V)1 Air and Missile Defense Radar Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\AMDR FoR MSAR Dec 2023 As Amended.pdf,95,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
