fiscal_year,other_unallocated,total_ty_dol_m,weighted_rate,program,appn_account,file,page,total_cy,base_year,end_item_recurring_flyaway,10_unit_level_manpower,30_maintenance,40_sustaining_support,50_continuing_system_improvements,nonend_item_recurring_flyaway,non_recurring_flyaway,initial_spares,20_unit_operations,depot_activation,other,10_unitlevel_manpower,nonend_end_item_item_non_recurring_recurring_recurring_depot_flyaway_flyaway_flyaway_initial_spares_activation,nonrecurring_flyaway,other_indirect_costs
2070,,,,System: AAG,Operating and Support Cost Elements,sar_pdfs\AAG MSAR Dec 2023.pdf,49,47.6,2017.0,,13.405,12.554,10.610,11.003,,,,,,,,,,
2071,,,,System: AAG,Operating and Support Cost Elements,sar_pdfs\AAG MSAR Dec 2023.pdf,49,47.0,2017.0,,13.405,12.554,10.095,10.904,,,,,,,,,,
2072,,,,System: AAG,Operating and Support Cost Elements,sar_pdfs\AAG MSAR Dec 2023.pdf,49,47.0,2017.0,,13.405,12.554,10.095,10.904,,,,,,,,,,
2073,,,,System: AAG,Operating and Support Cost Elements,sar_pdfs\AAG MSAR Dec 2023.pdf,49,47.1,2017.0,,13.405,12.554,10.095,11.003,,,,,,,,,,
2074,,,,System: AAG,Operating and Support Cost Elements,sar_pdfs\AAG MSAR Dec 2023.pdf,49,47.1,2017.0,,13.405,12.554,10.095,11.065,,,,,,,,,,
2075,,,,System: AAG,Operating and Support Cost Elements,sar_pdfs\AAG MSAR Dec 2023.pdf,49,37.3,2017.0,,8.937,8.369,10.377,9.576,,,,,,,,,,
2076,,,,System: AAG,Operating and Support Cost Elements,sar_pdfs\AAG MSAR Dec 2023.pdf,49,36.8,2017.0,,8.937,8.369,9.862,9.675,,,,,,,,,,
2077,,,,System: AAG,Operating and Support Cost Elements,sar_pdfs\AAG MSAR Dec 2023.pdf,49,36.7,2017.0,,8.937,8.369,9.862,9.576,,,,,,,,,,
2078,,,,System: AAG,Operating and Support Cost Elements,sar_pdfs\AAG MSAR Dec 2023.pdf,49,32.4,2017.0,,8.937,8.369,9.862,5.189,,,,,,,,,,
2079,,,,System: AAG,Operating and Support Cost Elements,sar_pdfs\AAG MSAR Dec 2023.pdf,49,32.6,2017.0,,8.937,8.369,9.862,5.450,,,,,,,,,,
2080,,,,System: AAG,Operating and Support Cost Elements,sar_pdfs\AAG MSAR Dec 2023.pdf,49,24.3,2017.0,,4.468,4.185,10.448,5.189,,,,,,,,,,
2081,,,,System: AAG,Operating and Support Cost Elements,sar_pdfs\AAG MSAR Dec 2023.pdf,49,23.8,2017.0,,4.468,4.185,9.933,5.189,,,,,,,,,,
2082,,,,System: AAG,Operating and Support Cost Elements,sar_pdfs\AAG MSAR Dec 2023.pdf,49,23.9,2017.0,,4.468,4.185,9.933,5.288,,,,,,,,,,
Total,685.5,685.5,,Advanced Anti-Radiation Guided Missile - Extended Range,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,32,6 49.2,2021.0,,,,,,,,,,,,,,,
2016,9.212,9.2,0.922715,Advanced Anti-Radiation Guided Missile - Extended Range,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,32,10.0,2021.0,,,,,,,,,,,,,,,
2017,28.954,29.0,0.939980,Advanced Anti-Radiation Guided Missile - Extended Range,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,32,30.8,2021.0,,,,,,,,,,,,,,,
2018,49.145,49.1,0.963004,Advanced Anti-Radiation Guided Missile - Extended Range,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,32,51.0,2021.0,,,,,,,,,,,,,,,
2019,95.890,95.9,0.981551,Advanced Anti-Radiation Guided Missile - Extended Range,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,32,97.7,2021.0,,,,,,,,,,,,,,,
2020,112.126,112.1,1.017647,Advanced Anti-Radiation Guided Missile - Extended Range,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,32,110.2,2021.0,,,,,,,,,,,,,,,
2021,128.308,128.3,1.063384,Advanced Anti-Radiation Guided Missile - Extended Range,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,32,120.7,2021.0,,,,,,,,,,,,,,,
2022,127.168,127.2,1.118938,Advanced Anti-Radiation Guided Missile - Extended Range,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,32,113.7,2021.0,,,,,,,,,,,,,,,
2023,76.314,76.3,1.152249,Advanced Anti-Radiation Guided Missile - Extended Range,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,32,66.2,2021.0,,,,,,,,,,,,,,,
2024,37.294,37.3,1.178552,Advanced Anti-Radiation Guided Missile - Extended Range,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,32,31.6,2021.0,,,,,,,,,,,,,,,
2025,12.545,12.5,1.203553,Advanced Anti-Radiation Guided Missile - Extended Range,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,32,10.4,2021.0,,,,,,,,,,,,,,,
2026,8.533,8.5,1.228827,Advanced Anti-Radiation Guided Missile - Extended Range,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,32,6.9,2021.0,,,,,,,,,,,,,,,
Total,129.3,129.3,,Advanced Anti-Radiation Guided Missile - Extended Range,"3600F - Research, Development, Test & Eval, AF",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,33,1 24.7,2021.0,,,,,,,,,,,,,,,
2016,,,0.915511,Advanced Anti-Radiation Guided Missile - Extended Range,"3600F - Research, Development, Test & Eval, AF",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,33,,2021.0,,,,,,,,,,,,,,,
2017,,,0.934669,Advanced Anti-Radiation Guided Missile - Extended Range,"3600F - Research, Development, Test & Eval, AF",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,33,,2021.0,,,,,,,,,,,,,,,
2018,,,0.954318,Advanced Anti-Radiation Guided Missile - Extended Range,"3600F - Research, Development, Test & Eval, AF",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,33,,2021.0,,,,,,,,,,,,,,,
2019,7.200,7.2,0.972059,Advanced Anti-Radiation Guided Missile - Extended Range,"3600F - Research, Development, Test & Eval, AF",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,33,7.4,2021.0,,,,,,,,,,,,,,,
2020,33.200,33.2,0.997060,Advanced Anti-Radiation Guided Missile - Extended Range,"3600F - Research, Development, Test & Eval, AF",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,33,33.3,2021.0,,,,,,,,,,,,,,,
2021,74.178,74.2,1.043904,Advanced Anti-Radiation Guided Missile - Extended Range,"3600F - Research, Development, Test & Eval, AF",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,33,71.1,2021.0,,,,,,,,,,,,,,,
2022,,,1.099905,Advanced Anti-Radiation Guided Missile - Extended Range,"3600F - Research, Development, Test & Eval, AF",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,33,,2021.0,,,,,,,,,,,,,,,
2023,14.709,14.7,1.138999,Advanced Anti-Radiation Guided Missile - Extended Range,"3600F - Research, Development, Test & Eval, AF",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,33,12.9,2021.0,,,,,,,,,,,,,,,
Total,99.7,"4,075.4",,Advanced Anti-Radiation Guided Missile - Extended Range,"1507N - Weapons Procurement, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,34,"3 , 0 23.3",2021.0,"3,714.5",,,,,106.9,98.7,55.6,,,,,,,
2016,,,0.936744,Advanced Anti-Radiation Guided Missile - Extended Range,"1507N - Weapons Procurement, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,34,,2021.0,,,,,,,,,,,,,,,
2017,,,0.957027,Advanced Anti-Radiation Guided Missile - Extended Range,"1507N - Weapons Procurement, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,34,,2021.0,,,,,,,,,,,,,,,
2018,,,0.983309,Advanced Anti-Radiation Guided Missile - Extended Range,"1507N - Weapons Procurement, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,34,,2021.0,,,,,,,,,,,,,,,
2019,,,1.012179,Advanced Anti-Radiation Guided Missile - Extended Range,"1507N - Weapons Procurement, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,34,,2021.0,,,,,,,,,,,,,,,
2020,,,1.052332,Advanced Anti-Radiation Guided Missile - Extended Range,"1507N - Weapons Procurement, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,34,,2021.0,,,,,,,,,,,,,,,
2021,1.892,46.3,1.100351,Advanced Anti-Radiation Guided Missile - Extended Range,"1507N - Weapons Procurement, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,34,42.1,2021.0,30.908,,,,,9.328,3.062,1.100,,,,,,,
2022,4.439,110.3,1.143327,Advanced Anti-Radiation Guided Missile - Extended Range,"1507N - Weapons Procurement, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,34,96.5,2021.0,90.524,,,,,8.728,4.971,1.619,,,,,,,
2023,3.417,184.0,1.172893,Advanced Anti-Radiation Guided Missile - Extended Range,"1507N - Weapons Procurement, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,34,156.9,2021.0,165.274,,,,,7.321,5.263,2.763,,,,,,,
2024,3.517,204.3,1.198644,Advanced Anti-Radiation Guided Missile - Extended Range,"1507N - Weapons Procurement, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,34,170.4,2021.0,182.551,,,,,6.618,8.016,3.585,,,,,,,
2025,7.778,251.4,1.223941,Advanced Anti-Radiation Guided Missile - Extended Range,"1507N - Weapons Procurement, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,34,205.4,2021.0,226.518,,,,,5.460,8.836,2.846,,,,,,,
2026,6.574,262.7,1.249644,Advanced Anti-Radiation Guided Missile - Extended Range,"1507N - Weapons Procurement, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,34,210.3,2021.0,240.772,,,,,5.628,6.205,3.567,,,,,,,
2027,6.338,276.0,1.275886,Advanced Anti-Radiation Guided Missile - Extended Range,"1507N - Weapons Procurement, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,34,216.3,2021.0,253.743,,,,,6.498,6.187,3.194,,,,,,,
2028,6.185,268.7,1.302680,Advanced Anti-Radiation Guided Missile - Extended Range,"1507N - Weapons Procurement, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,34,206.3,2021.0,246.321,,,,,6.702,6.196,3.320,,,,,,,
2029,6.385,275.3,1.330036,Advanced Anti-Radiation Guided Missile - Extended Range,"1507N - Weapons Procurement, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,34,207.0,2021.0,251.530,,,,,6.774,6.338,4.249,,,,,,,
2030,6.725,281.6,1.357967,Advanced Anti-Radiation Guided Missile - Extended Range,"1507N - Weapons Procurement, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,34,207.4,2021.0,258.102,,,,,7.058,5.940,3.803,,,,,,,
2031,6.917,286.9,1.386484,Advanced Anti-Radiation Guided Missile - Extended Range,"1507N - Weapons Procurement, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,34,207.0,2021.0,262.963,,,,,7.146,6.045,3.867,,,,,,,
2032,7.113,293.0,1.415600,Advanced Anti-Radiation Guided Missile - Extended Range,"1507N - Weapons Procurement, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,34,207.0,2021.0,268.158,,,,,7.241,6.511,3.945,,,,,,,
2033,7.315,298.5,1.445328,Advanced Anti-Radiation Guided Missile - Extended Range,"1507N - Weapons Procurement, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,34,206.5,2021.0,273.685,,,,,7.344,6.129,4.020,,,,,,,
2034,7.522,304.4,1.475680,Advanced Anti-Radiation Guided Missile - Extended Range,"1507N - Weapons Procurement, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,34,206.3,2021.0,279.058,,,,,7.506,6.236,4.097,,,,,,,
2035,7.735,308.5,1.506669,Advanced Anti-Radiation Guided Missile - Extended Range,"1507N - Weapons Procurement, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,34,204.8,2021.0,282.725,,,,,7.576,6.345,4.157,,,,,,,
2036,7.235,279.0,1.538309,Advanced Anti-Radiation Guided Missile - Extended Range,"1507N - Weapons Procurement, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,34,181.4,2021.0,261.376,,,,,,6.412,4.001,,,,,,,
2037,2.636,144.4,1.570614,Advanced Anti-Radiation Guided Missile - Extended Range,"1507N - Weapons Procurement, Navy",sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,34,91.9,2021.0,140.262,,,,,,,1.470,,,,,,,
Total,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,286.9,2021.0,,,102.4,114.2,70.0,,,,0.4,,,,,,
2023,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,,2021.0,,,,,,,,,,,,,,,
2024,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,4.5,2021.0,,,0.265,3.320,0.876,,,,0.013,,,,,,
2025,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,4.9,2021.0,,,0.720,3.335,0.876,,,,0.013,,,,,,
2026,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,5.7,2021.0,,,1.172,3.599,0.919,,,,0.013,,,,,,
2027,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,6.7,2021.0,,,1.872,3.616,1.154,,,,0.013,,,,,,
2028,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,7.5,2021.0,,,2.491,3.633,1.375,,,,0.013,,,,,,
2029,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,8.1,2021.0,,,2.819,3.650,1.589,,,,0.013,,,,,,
2030,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,8.6,2021.0,,,3.147,3.668,1.788,,,,0.013,,,,,,
2031,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,9.2,2021.0,,,3.475,3.687,1.986,,,,0.013,,,,,,
2032,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,9.7,2021.0,,,3.804,3.706,2.187,,,,0.013,,,,,,
2033,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,10.3,2021.0,,,4.132,3.725,2.390,,,,0.013,,,,,,
2034,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,10.7,2021.0,,,4.388,3.746,2.595,,,,0.013,,,,,,
2035,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,11.3,2021.0,,,4.717,3.766,2.801,,,,0.013,,,,,,
2036,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,11.9,2021.0,,,5.044,3.788,3.008,,,,0.013,,,,,,
2037,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,12.4,2021.0,,,5.376,3.809,3.216,,,,0.013,,,,,,
2038,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,13.0,2021.0,,,5.702,3.832,3.415,,,,0.013,,,,,,
2039,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,13.1,2021.0,,,5.699,3.855,3.492,,,,0.013,,,,,,
2040,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,12.9,2021.0,,,5.534,3.879,3.482,,,,0.013,,,,,,
2041,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,12.7,2021.0,,,5.368,3.904,3.460,,,,0.013,,,,,,
2042,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,12.4,2021.0,,,5.039,3.929,3.418,,,,0.013,,,,,,
2043,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,12.1,2021.0,,,4.712,3.955,3.372,,,,0.013,,,,,,
2044,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,11.6,2021.0,,,4.299,3.981,3.330,,,,0.013,,,,,,
2045,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,11.3,2021.0,,,3.973,4.009,3.290,,,,0.013,,,,,,
2046,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,10.9,2021.0,,,3.646,4.037,3.250,,,,0.013,,,,,,
2047,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,10.6,2021.0,,,3.317,4.066,3.210,,,,0.013,,,,,,
2048,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,10.4,2021.0,,,3.144,4.096,3.169,,,,0.013,,,,,,
2049,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,10.1,2021.0,,,2.817,4.127,3.129,,,,0.013,,,,,,
2050,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,9.7,2021.0,,,2.488,4.158,3.088,,,,0.013,,,,,,
2051,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,6.2,2021.0,,,1.872,4.190,0.116,,,,0.013,,,,,,
2052,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,5.6,2021.0,,,1.330,4.224,,,,,0.013,,,,,,
2053,,,,System: AARGM-ER,Operating and Support Cost Elements,sar_pdfs\AARGM-ER MSAR Dec 2023.pdf,40,2.9,2021.0,,,,2.868,,,,,,,,,,,
Total,"1,239.0","1,239.0",,Amphibious Combat Vehicle Family of Vehicles,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,35,"1 , 1 01.6",2014.0,,,,,,,,,,,,,,,
2012,42.015,42.0,0.988021,Amphibious Combat Vehicle Family of Vehicles,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,35,42.5,2014.0,,,,,,,,,,,,,,,
2013,79.905,79.9,0.998396,Amphibious Combat Vehicle Family of Vehicles,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,35,80.0,2014.0,,,,,,,,,,,,,,,
2014,31.553,31.6,1.012503,Amphibious Combat Vehicle Family of Vehicles,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,35,31.2,2014.0,,,,,,,,,,,,,,,
2015,98.610,98.6,1.025243,Amphibious Combat Vehicle Family of Vehicles,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,35,96.2,2014.0,,,,,,,,,,,,,,,
2016,196.275,196.3,1.044272,Amphibious Combat Vehicle Family of Vehicles,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,35,188.0,2014.0,,,,,,,,,,,,,,,
2017,131.290,131.3,1.063810,Amphibious Combat Vehicle Family of Vehicles,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,35,123.4,2014.0,,,,,,,,,,,,,,,
2018,149.944,149.9,1.089868,Amphibious Combat Vehicle Family of Vehicles,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,35,137.6,2014.0,,,,,,,,,,,,,,,
2019,64.311,64.3,1.110859,Amphibious Combat Vehicle Family of Vehicles,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,35,57.9,2014.0,,,,,,,,,,,,,,,
2020,48.397,48.4,1.151709,Amphibious Combat Vehicle Family of Vehicles,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,35,42.0,2014.0,,,,,,,,,,,,,,,
2021,42.159,42.2,1.203472,Amphibious Combat Vehicle Family of Vehicles,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,35,35.0,2014.0,,,,,,,,,,,,,,,
2022,71.237,71.2,1.266344,Amphibious Combat Vehicle Family of Vehicles,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,35,56.3,2014.0,,,,,,,,,,,,,,,
2023,86.926,86.9,1.304044,Amphibious Combat Vehicle Family of Vehicles,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,35,66.7,2014.0,,,,,,,,,,,,,,,
2024,90.898,90.9,1.333812,Amphibious Combat Vehicle Family of Vehicles,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,35,68.1,2014.0,,,,,,,,,,,,,,,
2025,60.181,60.2,1.362106,Amphibious Combat Vehicle Family of Vehicles,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,35,44.2,2014.0,,,,,,,,,,,,,,,
2026,45.290,45.3,1.390710,Amphibious Combat Vehicle Family of Vehicles,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,35,32.6,2014.0,,,,,,,,,,,,,,,
Total,691.3,"4,425.1",,Amphibious Combat Vehicle Family of Vehicles,"1109N - Procurement, Marine Corps",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,36,"3 , 3 95.0",2014.0,"3,014.7",,,,,360.5,197.5,161.1,,,,,,,
2012,,,0.994472,Amphibious Combat Vehicle Family of Vehicles,"1109N - Procurement, Marine Corps",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,36,,2014.0,,,,,,,,,,,,,,,
2013,,,1.007388,Amphibious Combat Vehicle Family of Vehicles,"1109N - Procurement, Marine Corps",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,36,,2014.0,,,,,,,,,,,,,,,
2014,,,1.020602,Amphibious Combat Vehicle Family of Vehicles,"1109N - Procurement, Marine Corps",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,36,,2014.0,,,,,,,,,,,,,,,
2015,,,1.036108,Amphibious Combat Vehicle Family of Vehicles,"1109N - Procurement, Marine Corps",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,36,,2014.0,,,,,,,,,,,,,,,
2016,,,1.055416,Amphibious Combat Vehicle Family of Vehicles,"1109N - Procurement, Marine Corps",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,36,,2014.0,,,,,,,,,,,,,,,
2017,,,1.077247,Amphibious Combat Vehicle Family of Vehicles,"1109N - Procurement, Marine Corps",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,36,,2014.0,,,,,,,,,,,,,,,
2018,10.712,162.3,1.099500,Amphibious Combat Vehicle Family of Vehicles,"1109N - Procurement, Marine Corps",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,36,147.6,2014.0,103.810,,,,,32.337,9.833,5.569,,,,,,,
2019,24.652,177.6,1.127922,Amphibious Combat Vehicle Family of Vehicles,"1109N - Procurement, Marine Corps",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,36,157.4,2014.0,118.685,,,,,17.649,10.436,6.145,,,,,,,
2020,50.297,320.8,1.172178,Amphibious Combat Vehicle Family of Vehicles,"1109N - Procurement, Marine Corps",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,36,273.7,2014.0,206.413,,,,,34.916,9.309,19.837,,,,,,,
2021,93.400,450.4,1.230434,Amphibious Combat Vehicle Family of Vehicles,"1109N - Procurement, Marine Corps",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,36,366.0,2014.0,290.259,,,,,40.627,12.520,13.557,,,,,,,
2022,85.228,546.2,1.284245,Amphibious Combat Vehicle Family of Vehicles,"1109N - Procurement, Marine Corps",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,36,425.3,2014.0,377.474,,,,,25.697,32.299,25.534,,,,,,,
2023,88.727,545.6,1.318703,Amphibious Combat Vehicle Family of Vehicles,"1109N - Procurement, Marine Corps",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,36,413.8,2014.0,334.024,,,,,52.976,42.786,27.127,,,,,,,
2024,147.367,574.7,1.347916,Amphibious Combat Vehicle Family of Vehicles,"1109N - Procurement, Marine Corps",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,36,426.3,2014.0,332.389,,,,,48.350,25.903,20.657,,,,,,,
2025,90.652,831.4,1.376390,Amphibious Combat Vehicle Family of Vehicles,"1109N - Procurement, Marine Corps",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,36,604.1,2014.0,633.155,,,,,53.910,32.559,21.146,,,,,,,
2026,100.307,816.2,1.405294,Amphibious Combat Vehicle Family of Vehicles,"1109N - Procurement, Marine Corps",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,36,580.8,2014.0,618.448,,,,,54.056,21.833,21.512,,,,,,,
Total,17.8,17.8,,Amphibious Combat Vehicle Family of Vehicles,"1106N - Operation & Maintenance, Marine Corps",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,37,14.9,2014.0,,,,,,,,,,,,,,,
2012,,,0.986041,Amphibious Combat Vehicle Family of Vehicles,"1106N - Operation & Maintenance, Marine Corps",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,37,,2014.0,,,,,,,,,,,,,,,
2013,0.487,0.5,0.996577,Amphibious Combat Vehicle Family of Vehicles,"1106N - Operation & Maintenance, Marine Corps",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,37,0.5,2014.0,,,,,,,,,,,,,,,
2014,0.435,0.4,1.009835,Amphibious Combat Vehicle Family of Vehicles,"1106N - Operation & Maintenance, Marine Corps",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,37,0.4,2014.0,,,,,,,,,,,,,,,
2015,1.290,1.3,1.021381,Amphibious Combat Vehicle Family of Vehicles,"1106N - Operation & Maintenance, Marine Corps",sar_pdfs\ACV FoV MSAR Dec 2023.pdf,37,1.3,2014.0,,,,,,,,,,,,,,,
